slide,tumor_150,tumor_287,tumor_377,tumor_450,cd4_150,cd4_287,cd4_377,cd4_450,cd8_150,cd8_287,cd8_377,cd8_450,foxp3_150,foxp3_287,foxp3_377,foxp3_450,pdmac_150,pdmac_287,pdmac_377,pdmac_450,other_150,other_287,other_377,other_450,y,n_cells_corrected
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__20671-11_HP_IM3_4_[11370,18026.5].npy",19.0,48.0,53.0,44.0,5.0,2.0,3.0,6.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,7.0,15.0,16.0,9.0,0.9473684210526316,3387.1764104510594
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__1441-13_HP_IM3_0_[19680,14583].npy",47.0,92.0,93.0,97.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,3452.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__35626-11_HP_IM3_11_[12756.5,16473.3].npy",10.0,8.0,18.0,27.0,3.0,9.0,9.0,10.0,0.0,9.0,13.0,7.0,2.0,3.0,5.0,10.0,2.0,8.0,8.0,15.0,24.0,58.0,57.0,40.0,0.0,3487.4971401047633
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__1441-13_HP_IM3_2_[15721,16176].npy",18.0,20.0,13.0,17.0,4.0,11.0,6.0,3.0,5.0,16.0,9.0,16.0,0.0,5.0,13.0,5.0,4.0,7.0,4.0,0.0,22.0,59.0,50.0,39.0,0.0,2882.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25463_HP_IM3_5_[34385.3,11572.5].npy",15.0,42.0,56.0,38.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,23.0,18.0,0.0,2120.2492903436278
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__19142-13_HP_IM3_1_[13903,12206].npy",44.0,82.0,38.0,35.0,1.0,5.0,11.0,10.0,2.0,4.0,14.0,21.0,2.0,4.0,11.0,9.0,3.0,3.0,4.0,2.0,1.0,13.0,21.0,29.0,0.022727272727272728,3530.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__40362-12_HP_IM3_1_[18490,13722].npy",15.0,35.0,45.0,41.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,6.0,12.0,14.0,11.0,7.0,5.0,9.0,7.0,0.3333333333333333,2549.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11866-98_HP_IM3_1_[30074.6,5087.7].npy",18.0,45.0,39.0,38.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,5.0,5.0,4.0,5.0,16.0,18.0,17.0,0.0,2130.428747986495
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25425_HP_IM3_7_[36464.1,16748].npy",18.0,38.0,38.0,41.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.6111111111111112,1445.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__19142-13_HP_IM3_1_[13903,12206].npy",10.0,89.0,101.0,105.0,7.0,9.0,3.0,1.0,18.0,14.0,11.0,8.0,6.0,8.0,9.0,6.0,3.0,6.0,5.0,2.0,12.0,8.0,5.0,2.0,0.0,3530.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__4866-05_HP_IM3_0_[9061,17076].npy",27.0,46.0,49.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,6.0,6.0,9.0,5.0,10.0,2.0,10.0,7.0,14.0,0.07407407407407407,2749.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_11_[16220.1,13885.6].npy",10.0,59.0,42.0,39.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,0.0,1888.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__14700-11_HP_IM3_10_[18991.3,8710].npy",21.0,28.0,23.0,22.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,7.0,0.0,5.0,1.0,4.0,6.0,3.0,10.0,3.0,5.0,37.0,40.0,41.0,0.2380952380952381,2343.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9389-13_HP_IM3_2_[23288,13772].npy",23.0,38.0,51.0,38.0,2.0,4.0,3.0,5.0,1.0,2.0,10.0,7.0,0.0,3.0,0.0,0.0,0.0,17.0,11.0,7.0,9.0,15.0,25.0,27.0,1.0,2999.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES13 34425_HP_IM3_0_[21224.9,8467.4].npy",15.0,30.0,36.0,29.0,2.0,9.0,7.0,12.0,0.0,16.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,45.0,34.0,26.0,0.5333333333333333,3203.2060168444946
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__35626-11_HP_IM3_11_[12756.5,16473.3].npy",19.0,45.0,47.0,35.0,3.0,4.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,6.0,13.0,20.0,25.0,34.0,0.0,3487.4971401047633
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__16915-06_HP_IM3_3_[14141.2,15438.7].npy",17.0,51.0,46.0,47.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,5.0,7.0,10.0,21.0,7.0,19.0,32.0,44.0,0.0,3429.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34377-12_HP_IM3_3_[14876,9224].npy",15.0,77.0,71.0,89.0,0.0,1.0,6.0,8.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,10.0,0.6666666666666666,3088.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44053-12_HP_IM3_1_[11429,15904].npy",13.0,34.0,49.0,47.0,5.0,4.0,4.0,9.0,0.0,13.0,6.0,12.0,0.0,6.0,5.0,7.0,0.0,0.0,0.0,1.0,12.0,42.0,41.0,35.0,0.0,3463.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__2777-13_HP_IM3_2_[20992,14605].npy",15.0,39.0,28.0,26.0,6.0,15.0,9.0,9.0,10.0,8.0,9.0,6.0,1.0,9.0,13.0,10.0,4.0,5.0,1.0,1.0,11.0,33.0,36.0,29.0,0.06666666666666668,2701.147261988187
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_2_[13531,10724].npy",53.0,136.0,114.0,106.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,17.0,25.0,0.0,3698.178818880776
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__20671-11_HP_IM3_9_[12064.1,15956].npy",25.0,64.0,27.0,39.0,0.0,1.0,2.0,8.0,1.0,3.0,2.0,10.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,6.0,0.0,10.0,22.0,29.0,0.8,2541.5945334086805
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__5472-13_HP_IM3_0_[23049,11179].npy",29.0,76.0,95.0,83.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,4.0,9.0,0.0,2753.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__17191-98_HP_IM3_15_[14833.6,16990.6].npy",32.0,59.0,66.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,18.0,21.0,0.0,3279.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20383-12_HP_IM3_2_[12524,14977].npy",22.0,39.0,30.0,24.0,0.0,5.0,6.0,1.0,27.0,68.0,55.0,65.0,0.0,1.0,0.0,0.0,0.0,7.0,32.0,19.0,0.0,4.0,9.0,10.0,0.7272727272727273,3299.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__13971-09_HP_IM3_10_[12064.1,13885.6].npy",21.0,55.0,50.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,5.0,3.0,5.0,16.0,21.0,0.0,2982.88177278888
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25463_HP_IM3_2_[33000.5,18818.5].npy",26.0,76.0,64.0,62.0,0.0,3.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,7.0,14.0,0.0,2862.262225461921
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__21964-09_HP_IM3_17_[13448.9,9227.3].npy",14.0,33.0,31.0,42.0,3.0,7.0,8.0,10.0,1.0,12.0,10.0,6.0,1.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,19.0,28.0,19.0,38.0,0.0,2911.1381687966527
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20583-12_HP_IM3_1_[14810,9819].npy",14.0,44.0,47.0,54.0,3.0,6.0,3.0,22.0,1.0,1.0,10.0,3.0,2.0,2.0,7.0,6.0,2.0,0.0,0.0,1.0,16.0,56.0,69.0,54.0,0.07142857142857142,3650.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25463_HP_IM3_5_[34385.3,11572.5].npy",12.0,23.0,30.0,34.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,42.0,34.0,31.0,0.0,2120.2492903436278
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__37678-12_HP_IM3_0_[15766,11834].npy",47.0,93.0,74.0,81.0,1.0,2.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,4.0,16.0,33.0,59.0,54.0,0.0,3867.0560953926292
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__4720-10_HP_IM3_10_[22455,13885.6].npy",11.0,31.0,27.0,31.0,0.0,0.0,1.0,2.0,4.0,20.0,42.0,56.0,0.0,5.0,5.0,3.0,1.0,3.0,1.0,4.0,21.0,38.0,54.0,63.0,0.0,3892.63385410614
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25425_HP_IM3_7_[36464.1,16748].npy",14.0,37.0,41.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,4.0,0.35714285714285715,1445.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__7771-09_HP_IM3_13_[21068.5,11297.8].npy",11.0,64.0,49.0,42.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,8.0,12.0,25.0,1.0,2221.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__24071-09_HP_IM3_15_[14833.6,14402.9].npy",19.0,34.0,34.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,47.0,60.0,51.0,0.0,2443.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25463_HP_IM3_5_[34385.3,11572.5].npy",19.0,58.0,59.0,61.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,15.0,0.0,2120.2492903436278
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__27375-11_HP_IM3_18_[12756.5,16990.6].npy",13.0,30.0,26.0,23.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,67.0,60.0,0.0,2898.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__38893-12_HP_IM3_1_[15594,9324].npy",19.0,59.0,52.0,67.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2769.0765107347133
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_3_[17751,12000].npy",10.0,42.0,46.0,37.0,4.0,4.0,14.0,9.0,1.0,2.0,2.0,1.0,4.0,11.0,7.0,7.0,0.0,0.0,0.0,1.0,9.0,18.0,14.0,16.0,0.0,2182.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__22748-09_HP_IM3_8_[16220.1,10780.5].npy",22.0,72.0,59.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,6.0,10.0,25.0,0.09090909090909093,3268.257801595525
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34377-12_HP_IM3_3_[14876,9224].npy",37.0,67.0,74.0,62.0,1.0,9.0,8.0,5.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,11.0,9.0,9.0,0.1891891891891892,3088.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20670-12_HP_IM3_0_[13564,13261].npy",24.0,43.0,27.0,26.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,11.0,47.0,35.0,1.0,19.0,7.0,15.0,0.04166666666666666,3099.4316561754717
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__15513-12_HP_IM3_0_[16706,18181].npy",47.0,118.0,126.0,109.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,4.0,0.02127659574468085,4636.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9847-13_HP_IM3_1_[13703,15171].npy",27.0,66.0,82.0,82.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,9.0,6.0,0.0,3160.9104910441292
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1372-14_HP_IM3_1_[11015.2,16799.2].npy",10.0,56.0,49.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,30.0,23.0,0.0,1985.6405380548686
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18231-12_HP_IM3_1_[15883,7047].npy",16.0,34.0,42.0,36.0,0.0,2.0,4.0,5.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,36.0,47.0,55.0,0.0,2366.0762255092927
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__5715-98_HP_IM3_22_[16912.5,17507.9].npy",17.0,29.0,24.0,11.0,0.0,0.0,1.0,0.0,19.0,86.0,79.0,94.0,13.0,86.0,126.0,91.0,0.0,5.0,1.0,4.0,23.0,42.0,19.0,32.0,1.0,4942.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__3938-09_HP_IM3_2_[21642,14671].npy",21.0,29.0,47.0,49.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,28.0,17.0,23.0,0.0,1622.557348944028
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_1_[18730,17670].npy",25.0,54.0,52.0,45.0,2.0,1.0,1.0,3.0,2.0,0.0,8.0,12.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,6.0,25.0,26.0,39.0,0.4,3444.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__22748-09_HP_IM3_19_[15527.7,11815.1].npy",13.0,42.0,33.0,40.0,0.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,18.0,19.0,34.0,31.0,33.0,0.07692307692307693,3424.0572286117304
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25463_HP_IM3_5_[34385.3,11572.5].npy",15.0,51.0,51.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,15.0,0.0,2120.2492903436278
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18380-12_HP_IM3_1_[25145,13466].npy",11.0,29.0,21.0,29.0,5.0,1.0,7.0,9.0,3.0,0.0,3.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,1999.0066284207276
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__40362-12_HP_IM3_2_[18618,14299].npy",30.0,66.0,45.0,35.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,8.0,3.0,1.0,0.0,4.0,0.0,12.0,20.0,13.0,0.0,0.0,7.0,10.0,0.9333333333333332,2501.306819651439
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_0_[15649,16154].npy",17.0,51.0,92.0,70.0,0.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,5.0,13.0,28.0,52.0,39.0,51.0,0.35294117647058826,4182.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__149-70_HP_IM3_9_[15527.7,13368.3].npy",23.0,83.0,93.0,96.0,1.0,9.0,11.0,12.0,2.0,7.0,9.0,6.0,2.0,7.0,11.0,8.0,0.0,1.0,0.0,0.0,24.0,73.0,65.0,75.0,1.0,5646.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__9548-10_HP_IM3_14_[14833.6,13885.6].npy",26.0,36.0,35.0,34.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,38.0,105.0,92.0,94.0,0.0,2869.5281746377927
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_8_[16220.1,13368.3].npy",17.0,54.0,51.0,57.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.1176470588235294,1807.1423064647831
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_2_[15566,12661].npy",27.0,79.0,81.0,87.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,12.0,0.0,3277.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 19009_HP_IM3_9_[24688.5,11572.5].npy",18.0,28.0,26.0,36.0,2.0,6.0,3.0,9.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,7.0,10.0,4.0,0.0,22.0,13.0,12.0,1.0,1981.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_0_[14910,14677].npy",18.0,39.0,29.0,33.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,13.0,22.0,0.0,1738.4521816964834
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34452-12_HP_IM3_0_[16344,13189].npy",19.0,108.0,93.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2931.526495419436
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES13 34425_HP_IM3_0_[21224.9,8467.4].npy",13.0,29.0,24.0,40.0,0.0,5.0,5.0,12.0,3.0,33.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,56.0,64.0,51.0,0.7692307692307693,3203.2060168444946
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_0_[24856,17859].npy",34.0,80.0,71.0,82.0,0.0,1.0,6.0,4.0,0.0,4.0,9.0,11.0,0.0,0.0,3.0,3.0,0.0,2.0,10.0,15.0,0.0,2.0,9.0,9.0,0.0,3668.606139500544
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__19142-13_HP_IM3_1_[13903,12206].npy",41.0,81.0,74.0,72.0,1.0,3.0,5.0,4.0,0.0,8.0,13.0,11.0,0.0,8.0,8.0,5.0,1.0,1.0,5.0,5.0,1.0,13.0,20.0,26.0,0.0,3530.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 52013_HP_IM3_22_[26073.3,18299.9].npy",25.0,77.0,64.0,58.0,0.0,5.0,2.0,6.0,0.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,1.0,7.0,4.0,23.0,0.4,2659.4331847548456
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11866-98_HP_IM3_16_[31459.3,6639.6].npy",21.0,39.0,34.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,29.0,19.0,0.0,0.0,0.0,1.0,17.0,52.0,53.0,48.0,1.0,2676.635546233617
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44053-12_HP_IM3_2_[11012,10391].npy",30.0,73.0,61.0,63.0,2.0,2.0,3.0,11.0,2.0,3.0,4.0,3.0,3.0,8.0,9.0,7.0,0.0,1.0,0.0,2.0,8.0,19.0,30.0,27.0,0.0,3006.6971418427124
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__17617-10_HP_IM3_14_[11370,11297.8].npy",10.0,22.0,41.0,39.0,1.0,3.0,1.0,4.0,1.0,3.0,8.0,3.0,0.0,8.0,4.0,4.0,0.0,2.0,12.0,2.0,8.0,30.0,31.0,53.0,0.1,2928.9709446622405
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9847-13_HP_IM3_1_[13703,15171].npy",46.0,61.0,31.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,14.0,20.0,0.0,3160.9104910441292
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44053-12_HP_IM3_2_[11012,10391].npy",14.0,86.0,70.0,66.0,5.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,16.0,18.0,20.0,0.0,3006.6971418427124
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__29525-11_HP_IM3_2_[9985.2,12851].npy",14.0,20.0,18.0,11.0,2.0,3.0,3.0,3.0,4.0,12.0,13.0,13.0,0.0,4.0,6.0,2.0,2.0,6.0,6.0,7.0,3.0,23.0,20.0,11.0,1.0,1983.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",44.0,122.0,118.0,95.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,12.0,1.0,1.0,0.0,7.0,4.0,18.0,10.0,19.0,0.0,0.0,0.0,3.0,0.75,3466.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11329-10_HP_IM3_12_[9985.2,19061.1].npy",17.0,52.0,57.0,67.0,0.0,0.0,1.0,1.0,1.0,8.0,7.0,7.0,2.0,1.0,3.0,1.0,5.0,11.0,5.0,2.0,25.0,68.0,51.0,50.0,0.0,3778.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__27375-11_HP_IM3_16_[14141.2,14402.9].npy",14.0,36.0,32.0,27.0,0.0,2.0,3.0,1.0,1.0,10.0,23.0,9.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,12.0,38.0,33.0,30.0,0.0,2343.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_1_[24778,18459].npy",61.0,158.0,154.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3185.0945305544647
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__40362-12_HP_IM3_0_[18641,13011].npy",19.0,46.0,51.0,43.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,4.0,5.0,1.0,1.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2643.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11329-10_HP_IM3_1_[9292.9,10263.2].npy",19.0,48.0,35.0,47.0,0.0,0.0,1.0,1.0,0.0,7.0,14.0,8.0,0.0,1.0,3.0,4.0,3.0,11.0,13.0,13.0,16.0,35.0,31.0,38.0,0.0,2906.2159206370284
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20383-12_HP_IM3_1_[11729,15038].npy",10.0,28.0,31.0,26.0,1.0,1.0,2.0,3.0,21.0,37.0,30.0,39.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,14.0,0.8,4003.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1781-10_HP_IM3_1_[23147.3,10263.2].npy",16.0,53.0,34.0,30.0,1.0,0.0,3.0,4.0,0.0,3.0,1.0,4.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,21.0,52.0,53.0,37.0,0.0,3741.0
